PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ MILLION)
AYUSH AND HERBAL PRODUCTS                         ,GERMANY,TONS,9728.001,57.62
AYUSH AND HERBAL PRODUCTS                         ,ITALY,TONS,2968.14,28.46
AYUSH AND HERBAL PRODUCTS                         ,JAPAN,TONS,1004.551,4.87
AYUSH AND HERBAL PRODUCTS                         ,SOUTH KOREA,TONS,1472.399,10.98
AYUSH AND HERBAL PRODUCTS                         ,RUSSIA,TONS,2856.195,16.48
AYUSH AND HERBAL PRODUCTS                         ,UK,TONS,2241.537,16.63
AYUSH AND HERBAL PRODUCTS                         ,USA,TONS,23197.826,171.78
"BULK DRUGS, DRUG INTERMEDIATES                    ",BRAZIL,TONS,10657.39,227.58
"BULK DRUGS, DRUG INTERMEDIATES                    ",CANADA,TONS,2291.227,65.15
"BULK DRUGS, DRUG INTERMEDIATES                    ",CHINA,TONS,8481.859,257.5
"BULK DRUGS, DRUG INTERMEDIATES                    ",FRANCE,TONS,3265.705,105.52
"BULK DRUGS, DRUG INTERMEDIATES                    ",GERMANY,TONS,8338.684,160.93
"BULK DRUGS, DRUG INTERMEDIATES                    ",ITALY,TONS,4647.235,92.19
"BULK DRUGS, DRUG INTERMEDIATES                    ",JAPAN,TONS,2556.965,138.93
"BULK DRUGS, DRUG INTERMEDIATES                    ",SOUTH KOREA,TONS,3499.911,126.29
"BULK DRUGS, DRUG INTERMEDIATES                    ",RUSSIA,TONS,4532.56,127.84
"BULK DRUGS, DRUG INTERMEDIATES                    ",UK,TONS,4245.139,85.7
"BULK DRUGS, DRUG INTERMEDIATES                    ",USA,TONS,48497.094,517.67
"DRUG FORMULATIONS, BIOLOGICALS                    ",BRAZIL,TONS,5501.941,386.36
"DRUG FORMULATIONS, BIOLOGICALS                    ",CANADA,TONS,6008.842,431.8
"DRUG FORMULATIONS, BIOLOGICALS                    ",CHINA,TONS,985.031,51.83
"DRUG FORMULATIONS, BIOLOGICALS                    ",FRANCE,TONS,17468.74,435.89
"DRUG FORMULATIONS, BIOLOGICALS                    ",GERMANY,TONS,5851.974,271.75
"DRUG FORMULATIONS, BIOLOGICALS                    ",ITALY,TONS,1472.813,59.01
"DRUG FORMULATIONS, BIOLOGICALS                    ",JAPAN,TONS,552.517,99.74
"DRUG FORMULATIONS, BIOLOGICALS                    ",SOUTH KOREA,TONS,494.197,24.2
"DRUG FORMULATIONS, BIOLOGICALS                    ",RUSSIA,TONS,9090.651,416.39
"DRUG FORMULATIONS, BIOLOGICALS                    ",UK,TONS,19296.957,523.88
"DRUG FORMULATIONS, BIOLOGICALS                    ",USA,TONS,119760.537,6775.1
AGRO CHEMICALS                                    ,BRAZIL,TONS,124774.828,1340.79
AGRO CHEMICALS                                    ,CANADA,TONS,1336.79,12.09
AGRO CHEMICALS                                    ,CHINA,TONS,14466.985,110.48
AGRO CHEMICALS                                    ,FRANCE,TONS,10386.084,112.49
AGRO CHEMICALS                                    ,GERMANY,TONS,6682.206,69.99
AGRO CHEMICALS                                    ,ITALY,TONS,3359.546,40.91
AGRO CHEMICALS                                    ,JAPAN,TONS,4664.416,176.83
AGRO CHEMICALS                                    ,SOUTH KOREA,TONS,2516.506,47.57
AGRO CHEMICALS                                    ,RUSSIA,TONS,5578.774,49.7
AGRO CHEMICALS                                    ,UK,TONS,4963.883,62.81
AGRO CHEMICALS                                    ,USA,TONS,101570.557,1456.17
COSMETICS AND TOILETRIES                          ,BRAZIL,TONS,21690.686,43.78
COSMETICS AND TOILETRIES                          ,CANADA,TONS,9774.585,22.22
COSMETICS AND TOILETRIES                          ,CHINA,TONS,13947.381,38.85
COSMETICS AND TOILETRIES                          ,FRANCE,TONS,2327.081,11.82
COSMETICS AND TOILETRIES                          ,GERMANY,TONS,22217.071,47.92
COSMETICS AND TOILETRIES                          ,ITALY,TONS,11557.521,24.04
COSMETICS AND TOILETRIES                          ,JAPAN,TONS,11634.617,36.29
COSMETICS AND TOILETRIES                          ,SOUTH KOREA,TONS,6964.443,21.31
COSMETICS AND TOILETRIES                          ,RUSSIA,TONS,15874.761,39.06
COSMETICS AND TOILETRIES                          ,UK,TONS,12595.056,42.29
COSMETICS AND TOILETRIES                          ,USA,TONS,93280.282,268.84
ESSENTIAL OILS                                    ,BRAZIL,TONS,39.279,1.75
ESSENTIAL OILS                                    ,CANADA,TONS,89.865,2.17
ESSENTIAL OILS                                    ,CHINA,TONS,233.995,6.03
ESSENTIAL OILS                                    ,FRANCE,TONS,169.246,32.59
ESSENTIAL OILS                                    ,GERMANY,TONS,130.694,4.81
ESSENTIAL OILS                                    ,ITALY,TONS,155.345,2.01
ESSENTIAL OILS                                    ,JAPAN,TONS,74.259,2.92
ESSENTIAL OILS                                    ,SOUTH KOREA,TONS,81.826,2.09
ESSENTIAL OILS                                    ,RUSSIA,TONS,10.435,0.26
ESSENTIAL OILS                                    ,UK,TONS,142.676,6.9
ESSENTIAL OILS                                    ,USA,TONS,1629.722,52.24
INORGANIC CHEMICALS                               ,BRAZIL,TONS,32425.387,55.19
INORGANIC CHEMICALS                               ,CANADA,TONS,4642.844,5.53
INORGANIC CHEMICALS                               ,CHINA,TONS,25164.033,95.93
INORGANIC CHEMICALS                               ,FRANCE,TONS,11042.54,17.95
INORGANIC CHEMICALS                               ,GERMANY,TONS,20989.802,46.79
INORGANIC CHEMICALS                               ,ITALY,TONS,49992.083,52.82
INORGANIC CHEMICALS                               ,JAPAN,TONS,21532.37,46.07
INORGANIC CHEMICALS                               ,SOUTH KOREA,TONS,28480.927,50.0
INORGANIC CHEMICALS                               ,RUSSIA,TONS,27466.049,42.67
INORGANIC CHEMICALS                               ,UK,TONS,17119.881,23.22
INORGANIC CHEMICALS                               ,USA,TONS,129631.928,245.77
ORGANIC CHEMICALS                                 ,BRAZIL,TONS,38919.878,270.0
ORGANIC CHEMICALS                                 ,CANADA,TONS,4617.598,38.46
ORGANIC CHEMICALS                                 ,CHINA,TONS,320128.746,691.69
ORGANIC CHEMICALS                                 ,FRANCE,TONS,11387.613,136.35
ORGANIC CHEMICALS                                 ,GERMANY,TONS,32717.405,336.9
ORGANIC CHEMICALS                                 ,ITALY,TONS,68718.716,213.36
ORGANIC CHEMICALS                                 ,JAPAN,TONS,22251.398,291.84
ORGANIC CHEMICALS                                 ,SOUTH KOREA,TONS,91445.942,274.72
ORGANIC CHEMICALS                                 ,RUSSIA,TONS,6578.72,52.93
ORGANIC CHEMICALS                                 ,UK,TONS,9694.331,85.91
ORGANIC CHEMICALS                                 ,USA,TONS,358628.341,1455.83
OTHER MISCELLAENIOUS CHEMICALS                    ,BRAZIL,TONS,4163.344,42.46
OTHER MISCELLAENIOUS CHEMICALS                    ,CANADA,TONS,2842.104,13.26
OTHER MISCELLAENIOUS CHEMICALS                    ,CHINA,TONS,15849.223,85.14
OTHER MISCELLAENIOUS CHEMICALS                    ,FRANCE,TONS,6427.532,26.58
OTHER MISCELLAENIOUS CHEMICALS                    ,GERMANY,TONS,13480.028,65.54
OTHER MISCELLAENIOUS CHEMICALS                    ,ITALY,TONS,8093.842,100.31
OTHER MISCELLAENIOUS CHEMICALS                    ,JAPAN,TONS,15970.635,77.61
OTHER MISCELLAENIOUS CHEMICALS                    ,SOUTH KOREA,TONS,16421.598,65.63
OTHER MISCELLAENIOUS CHEMICALS                    ,RUSSIA,TONS,5124.864,21.84
OTHER MISCELLAENIOUS CHEMICALS                    ,UK,TONS,15340.453,68.86
OTHER MISCELLAENIOUS CHEMICALS                    ,USA,TONS,45313.345,281.65
"PAINT, VARNISH AND ALLID PRODC                    ",BRAZIL,TONS,4184.958,16.22
"PAINT, VARNISH AND ALLID PRODC                    ",CANADA,TONS,1300.236,4.87
"PAINT, VARNISH AND ALLID PRODC                    ",CHINA,TONS,42101.612,28.52
"PAINT, VARNISH AND ALLID PRODC                    ",FRANCE,TONS,501.539,2.42
"PAINT, VARNISH AND ALLID PRODC                    ",GERMANY,TONS,12697.613,58.08
"PAINT, VARNISH AND ALLID PRODC                    ",ITALY,TONS,2304.157,9.56
"PAINT, VARNISH AND ALLID PRODC                    ",JAPAN,TONS,58185.425,47.21
"PAINT, VARNISH AND ALLID PRODC                    ",SOUTH KOREA,TONS,13960.802,14.17
"PAINT, VARNISH AND ALLID PRODC                    ",RUSSIA,TONS,7497.084,32.46
"PAINT, VARNISH AND ALLID PRODC                    ",UK,TONS,632.742,2.4
"PAINT, VARNISH AND ALLID PRODC                    ",USA,TONS,19179.08,67.66
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",BRAZIL,TONS,22277.0,69.26
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",CANADA,TONS,14144.0,61.89
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",CHINA,TONS,89851.0,224.95
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",FRANCE,TONS,9002.0,33.59
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",GERMANY,TONS,33713.0,166.06
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",ITALY,TONS,175169.0,505.38
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",JAPAN,TONS,114478.0,291.67
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",SOUTH KOREA,TONS,345805.0,925.48
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",RUSSIA,TONS,479.0,3.96
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",UK,TONS,22838.0,102.19
"ALUMINIUM, PRODUCTS OF ALUMINM                    ",USA,TONS,244929.0,1102.75
"ATM, INJCTNG MLDING MCHNRY ETC                    ",BRAZIL,TONS,4917.337,35.76
"ATM, INJCTNG MLDING MCHNRY ETC                    ",CANADA,TONS,11279.421,75.23
"ATM, INJCTNG MLDING MCHNRY ETC                    ",CHINA,TONS,9736.173,108.0
"ATM, INJCTNG MLDING MCHNRY ETC                    ",FRANCE,TONS,4790.628,45.82
"ATM, INJCTNG MLDING MCHNRY ETC                    ",GERMANY,TONS,16480.358,120.57
"ATM, INJCTNG MLDING MCHNRY ETC                    ",ITALY,TONS,5765.546,57.58
"ATM, INJCTNG MLDING MCHNRY ETC                    ",JAPAN,TONS,1472.027,20.36
"ATM, INJCTNG MLDING MCHNRY ETC                    ",SOUTH KOREA,TONS,1817.285,20.5
"ATM, INJCTNG MLDING MCHNRY ETC                    ",RUSSIA,TONS,11491.795,64.71
"ATM, INJCTNG MLDING MCHNRY ETC                    ",UK,TONS,9811.197,81.02
"ATM, INJCTNG MLDING MCHNRY ETC                    ",USA,TONS,77519.245,653.57
IRON AND STEEL                                    ,BRAZIL,TONS,76697.0,139.82
IRON AND STEEL                                    ,CANADA,TONS,124872.0,201.7
IRON AND STEEL                                    ,CHINA,TONS,341483.0,431.59
IRON AND STEEL                                    ,FRANCE,TONS,19296.0,51.15
IRON AND STEEL                                    ,GERMANY,TONS,57287.0,200.28
IRON AND STEEL                                    ,ITALY,TONS,1792399.0,1760.39
IRON AND STEEL                                    ,JAPAN,TONS,203652.0,268.22
IRON AND STEEL                                    ,SOUTH KOREA,TONS,178988.0,303.91
IRON AND STEEL                                    ,RUSSIA,TONS,54199.0,159.06
IRON AND STEEL                                    ,UK,TONS,185888.0,224.08
IRON AND STEEL                                    ,USA,TONS,709826.0,908.98
LEAD AND PRODUCTS MADE OF LED                     ,BRAZIL,TONS,208.0,0.51
LEAD AND PRODUCTS MADE OF LED                     ,CANADA,TONS,0.0,0.0
LEAD AND PRODUCTS MADE OF LED                     ,CHINA,TONS,0.0,0.0
LEAD AND PRODUCTS MADE OF LED                     ,FRANCE,TONS,0.0,0.0
LEAD AND PRODUCTS MADE OF LED                     ,GERMANY,TONS,0.0,0.02
LEAD AND PRODUCTS MADE OF LED                     ,ITALY,TONS,213.0,0.48
LEAD AND PRODUCTS MADE OF LED                     ,JAPAN,TONS,2724.0,6.63
LEAD AND PRODUCTS MADE OF LED                     ,SOUTH KOREA,TONS,93391.0,220.83
LEAD AND PRODUCTS MADE OF LED                     ,RUSSIA,TONS,25.0,0.18
LEAD AND PRODUCTS MADE OF LED                     ,UK,TONS,3553.0,9.07
LEAD AND PRODUCTS MADE OF LED                     ,USA,TONS,883.0,2.32
MOTOR VEHICLE/CARS                                ,BRAZIL,TONS,32.0,6.06
MOTOR VEHICLE/CARS                                ,CANADA,TONS,772.0,9.19
MOTOR VEHICLE/CARS                                ,CHINA,TONS,55.0,9.7
MOTOR VEHICLE/CARS                                ,FRANCE,TONS,2813.0,30.34
MOTOR VEHICLE/CARS                                ,GERMANY,TONS,206.0,7.21
MOTOR VEHICLE/CARS                                ,ITALY,TONS,1282.0,9.14
MOTOR VEHICLE/CARS                                ,JAPAN,TONS,3115.0,86.44
MOTOR VEHICLE/CARS                                ,SOUTH KOREA,TONS,163.0,2.03
MOTOR VEHICLE/CARS                                ,RUSSIA,TONS,3.0,0.79
MOTOR VEHICLE/CARS                                ,UK,TONS,124.0,5.91
MOTOR VEHICLE/CARS                                ,USA,TONS,15092.0,196.29
"NICKEL, PRODUCT MADE OF NICKEL                    ",BRAZIL,TONS,143.0,5.07
"NICKEL, PRODUCT MADE OF NICKEL                    ",CANADA,TONS,42.0,0.26
"NICKEL, PRODUCT MADE OF NICKEL                    ",CHINA,TONS,278.0,12.3
"NICKEL, PRODUCT MADE OF NICKEL                    ",FRANCE,TONS,44.0,1.57
"NICKEL, PRODUCT MADE OF NICKEL                    ",GERMANY,TONS,240.0,5.27
"NICKEL, PRODUCT MADE OF NICKEL                    ",ITALY,TONS,62.0,2.61
"NICKEL, PRODUCT MADE OF NICKEL                    ",JAPAN,TONS,85.0,1.62
"NICKEL, PRODUCT MADE OF NICKEL                    ",SOUTH KOREA,TONS,204.0,5.48
"NICKEL, PRODUCT MADE OF NICKEL                    ",RUSSIA,TONS,1.0,0.08
"NICKEL, PRODUCT MADE OF NICKEL                    ",UK,TONS,974.0,17.12
"NICKEL, PRODUCT MADE OF NICKEL                    ",USA,TONS,414.0,16.29
OFFICE EQUIPMENTS                                 ,BRAZIL,TONS,183757.0,0.37
OFFICE EQUIPMENTS                                 ,CANADA,TONS,3191.0,2.18
OFFICE EQUIPMENTS                                 ,CHINA,TONS,2.0,0.02
OFFICE EQUIPMENTS                                 ,FRANCE,TONS,157853.0,2.98
OFFICE EQUIPMENTS                                 ,GERMANY,TONS,56058.0,2.13
OFFICE EQUIPMENTS                                 ,ITALY,TONS,52809.0,1.87
OFFICE EQUIPMENTS                                 ,JAPAN,TONS,399827.0,0.33
OFFICE EQUIPMENTS                                 ,SOUTH KOREA,TONS,10365.0,0.05
OFFICE EQUIPMENTS                                 ,RUSSIA,TONS,699534.0,1.8
OFFICE EQUIPMENTS                                 ,UK,TONS,4847.0,4.49
OFFICE EQUIPMENTS                                 ,USA,TONS,405714.0,70.2
OTH NON FEROUS METAL AND PRODC                    ,BRAZIL,TONS,2664.01,17.21
OTH NON FEROUS METAL AND PRODC                    ,CANADA,TONS,2091.789,11.34
OTH NON FEROUS METAL AND PRODC                    ,CHINA,TONS,1160.273,9.68
OTH NON FEROUS METAL AND PRODC                    ,FRANCE,TONS,1335.622,15.17
OTH NON FEROUS METAL AND PRODC                    ,GERMANY,TONS,6281.72,45.17
OTH NON FEROUS METAL AND PRODC                    ,ITALY,TONS,12991.463,11.43
OTH NON FEROUS METAL AND PRODC                    ,JAPAN,TONS,1302.418,6.95
OTH NON FEROUS METAL AND PRODC                    ,SOUTH KOREA,TONS,1934.042,16.24
OTH NON FEROUS METAL AND PRODC                    ,RUSSIA,TONS,289.922,2.13
OTH NON FEROUS METAL AND PRODC                    ,UK,TONS,14323.884,86.0
OTH NON FEROUS METAL AND PRODC                    ,USA,TONS,27813.864,183.87
PROJECT GOODS                                     ,BRAZIL,TONS,0.0,0.0
PROJECT GOODS                                     ,CANADA,TONS,0.208,0.01
PROJECT GOODS                                     ,CHINA,TONS,0.4,0.01
PROJECT GOODS                                     ,FRANCE,TONS,0.389,0.04
PROJECT GOODS                                     ,GERMANY,TONS,3.715,0.06
PROJECT GOODS                                     ,ITALY,TONS,0.024,0.03
PROJECT GOODS                                     ,JAPAN,TONS,0.108,0.0
PROJECT GOODS                                     ,SOUTH KOREA,TONS,0.082,0.0
PROJECT GOODS                                     ,RUSSIA,TONS,0.0,0.0
PROJECT GOODS                                     ,UK,TONS,0.136,0.01
PROJECT GOODS                                     ,USA,TONS,28.81,0.61
"SHIP, BOAT AND FLOATING STRUCT                    ",BRAZIL,TONS,31.0,0.01
"SHIP, BOAT AND FLOATING STRUCT                    ",CANADA,TONS,5.0,13.14
"SHIP, BOAT AND FLOATING STRUCT                    ",CHINA,TONS,3.0,0.0
"SHIP, BOAT AND FLOATING STRUCT                    ",FRANCE,TONS,347.0,0.02
"SHIP, BOAT AND FLOATING STRUCT                    ",GERMANY,TONS,16.0,0.07
"SHIP, BOAT AND FLOATING STRUCT                    ",ITALY,TONS,1.0,0.01
"SHIP, BOAT AND FLOATING STRUCT                    ",JAPAN,TONS,0.0,0.0
"SHIP, BOAT AND FLOATING STRUCT                    ",SOUTH KOREA,TONS,0.0,0.0
"SHIP, BOAT AND FLOATING STRUCT                    ",UK,TONS,11.0,184.49
"SHIP, BOAT AND FLOATING STRUCT                    ",USA,TONS,1458.0,60.31
TIN AND PRODUCTS MADE OF TIN                      ,BRAZIL,TONS,0.0,0.0
TIN AND PRODUCTS MADE OF TIN                      ,CANADA,TONS,1.0,0.02
TIN AND PRODUCTS MADE OF TIN                      ,CHINA,TONS,8.0,0.21
TIN AND PRODUCTS MADE OF TIN                      ,GERMANY,TONS,0.0,0.04
TIN AND PRODUCTS MADE OF TIN                      ,JAPAN,TONS,3.0,0.1
TIN AND PRODUCTS MADE OF TIN                      ,SOUTH KOREA,TONS,1.0,0.03
TIN AND PRODUCTS MADE OF TIN                      ,UK,TONS,31.0,1.12
TIN AND PRODUCTS MADE OF TIN                      ,USA,TONS,3.0,0.08
TWO AND THREE WHEELERS                            ,BRAZIL,TONS,55813.0,53.35
TWO AND THREE WHEELERS                            ,CANADA,TONS,2371.0,7.2
TWO AND THREE WHEELERS                            ,CHINA,TONS,1225.0,2.24
TWO AND THREE WHEELERS                            ,FRANCE,TONS,5125.0,14.6
TWO AND THREE WHEELERS                            ,GERMANY,TONS,15659.0,35.14
TWO AND THREE WHEELERS                            ,ITALY,TONS,25168.0,41.44
TWO AND THREE WHEELERS                            ,JAPAN,TONS,33015.0,55.24
TWO AND THREE WHEELERS                            ,SOUTH KOREA,TONS,4114.0,10.98
TWO AND THREE WHEELERS                            ,RUSSIA,TONS,4767.0,6.44
TWO AND THREE WHEELERS                            ,UK,TONS,17995.0,34.09
TWO AND THREE WHEELERS                            ,USA,TONS,30168.0,79.77
ZINC AND PRODUCTS MADE OF ZINC                    ,BRAZIL,TONS,360.0,1.36
ZINC AND PRODUCTS MADE OF ZINC                    ,CANADA,TONS,1574.0,6.14
ZINC AND PRODUCTS MADE OF ZINC                    ,CHINA,TONS,507.0,1.59
ZINC AND PRODUCTS MADE OF ZINC                    ,FRANCE,TONS,110.0,0.41
ZINC AND PRODUCTS MADE OF ZINC                    ,GERMANY,TONS,112.0,0.75
ZINC AND PRODUCTS MADE OF ZINC                    ,ITALY,TONS,725.0,2.38
ZINC AND PRODUCTS MADE OF ZINC                    ,JAPAN,TONS,1461.0,5.08
ZINC AND PRODUCTS MADE OF ZINC                    ,SOUTH KOREA,TONS,17612.0,64.35
ZINC AND PRODUCTS MADE OF ZINC                    ,RUSSIA,TONS,253.0,1.0
ZINC AND PRODUCTS MADE OF ZINC                    ,UK,TONS,3665.0,12.77
ZINC AND PRODUCTS MADE OF ZINC                    ,USA,TONS,3852.0,16.88
ELECTRODES                                        ,BRAZIL,TONS,2146.968,4.67
ELECTRODES                                        ,CANADA,TONS,49.048,0.13
ELECTRODES                                        ,CHINA,TONS,57.662,0.19
ELECTRODES                                        ,FRANCE,TONS,125.559,0.93
ELECTRODES                                        ,GERMANY,TONS,79.93,0.72
ELECTRODES                                        ,ITALY,TONS,51.444,0.1
ELECTRODES                                        ,JAPAN,TONS,9.643,0.19
ELECTRODES                                        ,SOUTH KOREA,TONS,82.287,0.15
ELECTRODES                                        ,RUSSIA,TONS,3262.257,9.42
ELECTRODES                                        ,UK,TONS,76.956,0.24
ELECTRODES                                        ,USA,TONS,2239.04,6.0
COTTON YARN                                       ,BRAZIL,TONS,5464.0,19.43
COTTON YARN                                       ,CANADA,TONS,759.0,3.56
COTTON YARN                                       ,CHINA,TONS,67859.0,208.69
COTTON YARN                                       ,FRANCE,TONS,394.0,1.75
COTTON YARN                                       ,GERMANY,TONS,8743.0,57.13
COTTON YARN                                       ,ITALY,TONS,9475.0,76.04
COTTON YARN                                       ,JAPAN,TONS,6481.0,52.38
COTTON YARN                                       ,SOUTH KOREA,TONS,19911.0,82.06
COTTON YARN                                       ,RUSSIA,TONS,80.0,0.48
COTTON YARN                                       ,UK,TONS,293.0,1.33
COTTON YARN                                       ,USA,TONS,4198.0,19.39
MANMADE STAPLE FIBRE                              ,BRAZIL,TONS,7961.822,10.58
MANMADE STAPLE FIBRE                              ,CANADA,TONS,334.754,0.44
MANMADE STAPLE FIBRE                              ,CHINA,TONS,2830.395,7.57
MANMADE STAPLE FIBRE                              ,FRANCE,TONS,3343.575,5.05
MANMADE STAPLE FIBRE                              ,GERMANY,TONS,10410.043,15.0
MANMADE STAPLE FIBRE                              ,ITALY,TONS,7446.577,10.08
MANMADE STAPLE FIBRE                              ,JAPAN,TONS,546.546,0.93
MANMADE STAPLE FIBRE                              ,SOUTH KOREA,TONS,598.504,1.54
MANMADE STAPLE FIBRE                              ,RUSSIA,TONS,2709.619,5.74
MANMADE STAPLE FIBRE                              ,UK,TONS,2782.687,3.54
MANMADE STAPLE FIBRE                              ,USA,TONS,63255.811,93.79
FLOOR CVRNG OF JUTE                               ,BRAZIL,TONS,55436.0,0.46
FLOOR CVRNG OF JUTE                               ,CANADA,TONS,139305.0,1.26
FLOOR CVRNG OF JUTE                               ,CHINA,TONS,137595.0,0.98
FLOOR CVRNG OF JUTE                               ,FRANCE,TONS,544980.0,4.58
FLOOR CVRNG OF JUTE                               ,GERMANY,TONS,663994.0,5.51
FLOOR CVRNG OF JUTE                               ,ITALY,TONS,111895.0,0.94
FLOOR CVRNG OF JUTE                               ,JAPAN,TONS,21617.0,0.2
FLOOR CVRNG OF JUTE                               ,SOUTH KOREA,TONS,12976.0,0.14
FLOOR CVRNG OF JUTE                               ,RUSSIA,TONS,27896.0,0.23
FLOOR CVRNG OF JUTE                               ,UK,TONS,521380.0,4.53
FLOOR CVRNG OF JUTE                               ,USA,TONS,4618779.0,42.15
JUTE YARN                                         ,BRAZIL,TONS,78.0,0.11
JUTE YARN                                         ,CANADA,TONS,171.0,0.25
JUTE YARN                                         ,CHINA,TONS,0.0,0.0
JUTE YARN                                         ,FRANCE,TONS,1.0,0.0
JUTE YARN                                         ,GERMANY,TONS,167.0,0.48
JUTE YARN                                         ,ITALY,TONS,35.0,0.07
JUTE YARN                                         ,JAPAN,TONS,55.0,0.09
JUTE YARN                                         ,SOUTH KOREA,TONS,24.0,0.03
JUTE YARN                                         ,RUSSIA,TONS,0.0,0.0
JUTE YARN                                         ,UK,TONS,119.0,0.36
JUTE YARN                                         ,USA,TONS,27.0,0.12
CARPET(EXCL. SILK) HANDMADE                       ,BRAZIL,TONS,1205015.0,8.36
CARPET(EXCL. SILK) HANDMADE                       ,CANADA,TONS,1759620.0,19.58
CARPET(EXCL. SILK) HANDMADE                       ,CHINA,TONS,850829.0,8.94
CARPET(EXCL. SILK) HANDMADE                       ,FRANCE,TONS,2105023.0,23.84
CARPET(EXCL. SILK) HANDMADE                       ,GERMANY,TONS,5732952.0,68.84
CARPET(EXCL. SILK) HANDMADE                       ,ITALY,TONS,2182522.0,25.81
CARPET(EXCL. SILK) HANDMADE                       ,JAPAN,TONS,822994.0,9.71
CARPET(EXCL. SILK) HANDMADE                       ,SOUTH KOREA,TONS,202641.0,2.11
CARPET(EXCL. SILK) HANDMADE                       ,RUSSIA,TONS,280818.0,4.03
CARPET(EXCL. SILK) HANDMADE                       ,UK,TONS,3980541.0,50.76
CARPET(EXCL. SILK) HANDMADE                       ,USA,TONS,51332554.0,795.22
SILK CARPET                                       ,BRAZIL,TONS,4256.0,0.25
SILK CARPET                                       ,CANADA,TONS,4749.0,0.97
SILK CARPET                                       ,CHINA,TONS,1734.0,0.92
SILK CARPET                                       ,FRANCE,TONS,2578.0,0.29
SILK CARPET                                       ,GERMANY,TONS,14541.0,3.64
SILK CARPET                                       ,ITALY,TONS,4846.0,0.89
SILK CARPET                                       ,JAPAN,TONS,431.0,0.06
SILK CARPET                                       ,SOUTH KOREA,TONS,86.0,0.03
SILK CARPET                                       ,RUSSIA,TONS,1326.0,0.5
SILK CARPET                                       ,UK,TONS,2408.0,0.79
SILK CARPET                                       ,USA,TONS,136075.0,23.1
PETROLEUM PRODUCTS                                ,BRAZIL,TONS,4289516.0,4480.99
PETROLEUM PRODUCTS                                ,CANADA,TONS,1025.0,1.89
PETROLEUM PRODUCTS                                ,CHINA,TONS,2508798.0,1909.57
PETROLEUM PRODUCTS                                ,FRANCE,TONS,1222923.0,1291.41
PETROLEUM PRODUCTS                                ,GERMANY,TONS,452.0,0.73
PETROLEUM PRODUCTS                                ,ITALY,TONS,391723.0,403.86
PETROLEUM PRODUCTS                                ,JAPAN,TONS,401539.0,296.35
PETROLEUM PRODUCTS                                ,SOUTH KOREA,TONS,2763052.0,2007.05
PETROLEUM PRODUCTS                                ,RUSSIA,TONS,9572.0,12.63
PETROLEUM PRODUCTS                                ,UK,TONS,1000431.0,924.14
PETROLEUM PRODUCTS                                ,USA,TONS,5716834.0,6037.3
PACKAGING MATERIALS                               ,BRAZIL,TONS,1691.0,5.36
PACKAGING MATERIALS                               ,CANADA,TONS,2643.0,9.57
PACKAGING MATERIALS                               ,CHINA,TONS,3203.0,11.01
PACKAGING MATERIALS                               ,FRANCE,TONS,5513.0,14.86
PACKAGING MATERIALS                               ,GERMANY,TONS,8585.0,21.46
PACKAGING MATERIALS                               ,ITALY,TONS,5207.0,11.22
PACKAGING MATERIALS                               ,JAPAN,TONS,1529.0,6.12
PACKAGING MATERIALS                               ,SOUTH KOREA,TONS,1038.0,5.75
PACKAGING MATERIALS                               ,RUSSIA,TONS,935.0,10.8
PACKAGING MATERIALS                               ,UK,TONS,25262.0,70.07
PACKAGING MATERIALS                               ,USA,TONS,89859.0,242.55
"PLASTC SHT, FILM, PLTS ETC                        ",BRAZIL,TONS,10145.506,26.62
"PLASTC SHT, FILM, PLTS ETC                        ",CANADA,TONS,9923.215,30.09
"PLASTC SHT, FILM, PLTS ETC                        ",CHINA,TONS,8576.778,35.03
"PLASTC SHT, FILM, PLTS ETC                        ",FRANCE,TONS,6985.363,16.92
"PLASTC SHT, FILM, PLTS ETC                        ",GERMANY,TONS,22721.954,55.64
"PLASTC SHT, FILM, PLTS ETC                        ",ITALY,TONS,33106.816,74.62
"PLASTC SHT, FILM, PLTS ETC                        ",JAPAN,TONS,1884.383,7.23
"PLASTC SHT, FILM, PLTS ETC                        ",SOUTH KOREA,TONS,3534.445,13.32
"PLASTC SHT, FILM, PLTS ETC                        ",RUSSIA,TONS,8211.253,20.08
"PLASTC SHT, FILM, PLTS ETC                        ",UK,TONS,32049.725,93.14
"PLASTC SHT, FILM, PLTS ETC                        ",USA,TONS,97359.988,362.33
PLASTIC RAW MATERIALS                             ,BRAZIL,TONS,5979.0,21.27
PLASTIC RAW MATERIALS                             ,CANADA,TONS,7653.0,15.16
PLASTIC RAW MATERIALS                             ,CHINA,TONS,149915.0,206.94
PLASTIC RAW MATERIALS                             ,FRANCE,TONS,3016.0,9.31
